"T.ms","PAA.X.radsec^2","PAA.Y.radsec^2","PAA.Z.radsec^2","PAA.R.radsec^2","PAV.X.radsec","PAV.Y.radsec","PAV.Z.radsec","PAV.R.radsec","PLA.X.msec^2","PLA.Y.msec^2","PLA.Z.msec^2","PLA.R.msec^2","PLV.X.msec","PLV.Y.msec","PLV.Z.msec","PLV.R.msec"
  6.2500,  116.276,-137.366, -88.603, 200.599,    1.440,  -4.475,   1.134,   4.835,  -31.249, -34.586,  -6.607,  47.078,    0.000,   0.000,   0.000,   0.000
  6.5625,  120.757,-138.436, -93.262, 206.021,    1.477,  -4.518,   1.106,   4.880,  -31.621, -34.882,  -7.255,  47.637,    0.000,   0.000,   0.000,   0.000
  6.8750,  125.206,-139.546, -98.347, 211.711,    1.516,  -4.561,   1.076,   4.925,  -32.006, -35.165,  -7.946,  48.209,    0.000,   0.000,   0.000,   0.000
  7.1875,  129.546,-140.672,-103.888, 217.632,    1.556,  -4.605,   1.045,   4.972,  -32.419, -35.440,  -8.684,  48.810,    0.000,   0.000,   0.000,   0.000
  7.5000,  133.727,-141.793,-109.884, 223.747,    1.598,  -4.649,   1.012,   5.019,  -32.878, -35.714,  -9.469,  49.458,    0.000,   0.000,   0.000,   0.000
  7.8125,  137.729,-142.889,-116.296, 230.025,    1.641,  -4.694,   0.978,   5.067,  -33.392, -35.992, -10.297,  50.165,    0.000,   0.000,   0.000,   0.000
  8.1250,  141.562,-143.951,-123.047, 236.437,    1.684,  -4.739,   0.941,   5.116,  -33.969, -36.281, -11.162,  50.939,    0.000,   0.000,   0.000,   0.000
  8.4375,  145.257,-144.975,-130.028, 242.950,    1.729,  -4.784,   0.901,   5.166,  -34.608, -36.583, -12.056,  51.782,    0.000,   0.000,   0.000,   0.000
  8.7500,  148.848,-145.965,-137.114, 249.523,    1.775,  -4.829,   0.859,   5.216,  -35.300, -36.897, -12.970,  52.684,    0.000,   0.000,   0.000,   0.000
  9.0625,  152.362,-146.922,-144.178, 256.101,    1.822,  -4.875,   0.815,   5.268,  -36.030, -37.219, -13.892,  53.632,    0.000,   0.000,   0.000,   0.000
  9.3750,  155.800,-147.843,-151.117, 262.617,    1.869,  -4.921,   0.768,   5.320,  -36.779, -37.544, -14.813,  54.605,    0.000,   0.000,   0.000,   0.000
  9.6875,  159.150,-148.716,-157.859, 269.007,    1.919,  -4.967,   0.719,   5.373,  -37.527, -37.861, -15.724,  55.579,    0.000,   0.000,   0.000,   0.000
 10.0000,  162.390,-149.521,-164.372, 275.218,    1.969,  -5.014,   0.669,   5.428,  -38.250, -38.161, -16.615,  56.527,   -0.012,  -0.012,  -0.005,   0.018
 10.3125,  165.508,-150.229,-170.666, 281.227,    2.021,  -5.060,   0.616,   5.484,  -38.931, -38.430, -17.473,  57.426,   -0.024,  -0.024,  -0.010,   0.035
 10.6250,  168.502,-150.805,-176.786, 287.034,    2.073,  -5.107,   0.561,   5.540,  -39.554, -38.660, -18.285,  58.254,   -0.036,  -0.036,  -0.016,   0.053
 10.9375,  171.385,-151.205,-182.804, 292.666,    2.126,  -5.154,   0.505,   5.598,  -40.109, -38.843, -19.038,  58.991,   -0.049,  -0.048,  -0.022,   0.072
 11.2500,  174.170,-151.371,-188.804, 298.153,    2.180,  -5.201,   0.447,   5.657,  -40.589, -38.976, -19.719,  59.628,   -0.061,  -0.060,  -0.028,   0.090
 11.5625,  176.861,-151.235,-194.863, 303.518,    2.234,  -5.249,   0.387,   5.718,  -40.990, -39.061, -20.322,  60.157,   -0.074,  -0.072,  -0.034,   0.109
 11.8750,  179.447,-150.719,-201.043, 308.765,    2.290,  -5.296,   0.326,   5.779,  -41.313, -39.104, -20.845,  60.584,   -0.087,  -0.085,  -0.041,   0.128
 12.1875,  181.897,-149.742,-207.373, 313.867,    2.346,  -5.343,   0.263,   5.841,  -41.562, -39.118, -21.291,  60.918,   -0.100,  -0.097,  -0.047,   0.147
 12.5000,  184.155,-148.231,-213.850, 318.775,    2.403,  -5.390,   0.197,   5.904,  -41.748, -39.117, -21.670,  61.177,   -0.113,  -0.109,  -0.054,   0.166
 12.8125,  186.149,-146.132,-220.441, 323.420,    2.461,  -5.436,   0.130,   5.969,  -41.885, -39.116, -21.993,  61.385,   -0.126,  -0.121,  -0.061,   0.185
 13.1250,  187.792,-143.410,-227.091, 327.723,    2.519,  -5.482,   0.060,   6.033,  -41.991, -39.125, -22.274,  61.564,   -0.139,  -0.133,  -0.068,   0.204
 13.4375,  188.981,-140.058,-233.733, 331.604,    2.578,  -5.526,  -0.012,   6.098,  -42.084, -39.150, -22.520,  61.733,   -0.152,  -0.146,  -0.075,   0.223
 13.7500,  189.608,-136.095,-240.292, 334.982,    2.637,  -5.570,  -0.086,   6.163,  -42.181, -39.187, -22.739,  61.903,   -0.165,  -0.158,  -0.082,   0.243
 14.0625,  189.562,-131.559,-246.691, 337.784,    2.696,  -5.612,  -0.162,   6.228,  -42.294, -39.230, -22.932,  62.078,   -0.178,  -0.170,  -0.089,   0.262
 14.3750,  188.741,-126.500,-252.859, 339.946,    2.756,  -5.652,  -0.241,   6.293,  -42.432, -39.266, -23.098,  62.256,   -0.192,  -0.182,  -0.096,   0.282
 14.6875,  187.059,-120.970,-258.727, 341.415,    2.815,  -5.690,  -0.321,   6.357,  -42.596, -39.280, -23.234,  62.427,   -0.205,  -0.195,  -0.103,   0.301
 15.0000,  184.453,-115.013,-264.236, 342.157,    2.873,  -5.727,  -0.403,   6.420,  -42.785, -39.258, -23.334,  62.580,   -0.218,  -0.207,  -0.110,   0.321
 15.3125,  180.889,-108.664,-269.339, 342.158,    2.931,  -5.762,  -0.486,   6.483,  -42.996, -39.185, -23.395,  62.701,   -0.232,  -0.219,  -0.118,   0.340
 15.6250,  176.358,-101.946,-273.999, 341.424,    2.987,  -5.795,  -0.571,   6.544,  -43.218, -39.051, -23.413,  62.777,   -0.245,  -0.231,  -0.125,   0.360
 15.9375,  170.883, -94.870,-278.186, 339.983,    3.042,  -5.825,  -0.657,   6.605,  -43.444, -38.847, -23.390,  62.798,   -0.259,  -0.244,  -0.132,   0.379
 16.2500,  164.513, -87.439,-281.870, 337.877,    3.094,  -5.854,  -0.745,   6.663,  -43.661, -38.568, -23.329,  62.754,   -0.272,  -0.256,  -0.140,   0.399
 16.5625,  157.328, -79.655,-285.019, 335.161,    3.145,  -5.880,  -0.833,   6.720,  -43.861, -38.213, -23.234,  62.640,   -0.286,  -0.268,  -0.147,   0.418
 16.8750,  149.428, -71.520,-287.596, 331.897,    3.193,  -5.904,  -0.923,   6.775,  -44.034, -37.786, -23.111,  62.457,   -0.300,  -0.280,  -0.154,   0.438
 17.1875,  140.926, -63.043,-289.560, 328.146,    3.238,  -5.925,  -1.013,   6.828,  -44.176, -37.296, -22.960,  62.207,   -0.314,  -0.291,  -0.161,   0.457
 17.5000,  131.936, -54.242,-290.870, 323.968,    3.281,  -5.944,  -1.104,   6.878,  -44.283, -36.758, -22.781,  61.896,   -0.327,  -0.303,  -0.169,   0.477
 17.8125,  122.563, -45.151,-291.493, 319.419,    3.320,  -5.959,  -1.195,   6.926,  -44.351, -36.190, -22.571,  61.532,   -0.341,  -0.314,  -0.176,   0.496
 18.1250,  112.894, -35.814,-291.407, 314.557,    3.357,  -5.972,  -1.286,   6.971,  -44.377, -35.610, -22.322,  61.120,   -0.355,  -0.326,  -0.183,   0.515
 18.4375,  103.004, -26.287,-290.614, 309.447,    3.390,  -5.982,  -1.378,   7.013,  -44.357, -35.036, -22.025,  60.664,   -0.369,  -0.337,  -0.190,   0.534
 18.7500,   92.949, -16.633,-289.139, 304.167,    3.421,  -5.989,  -1.469,   7.051,  -44.287, -34.484, -21.668,  60.166,   -0.383,  -0.347,  -0.196,   0.553
 19.0625,   82.775,  -6.923,-287.034, 298.811,    3.448,  -5.992,  -1.559,   7.087,  -44.162, -33.965, -21.246,  59.626,   -0.397,  -0.358,  -0.203,   0.572
 19.3750,   72.521,   2.773,-284.369, 293.483,    3.473,  -5.993,  -1.648,   7.120,  -43.979, -33.487, -20.754,  59.045,   -0.410,  -0.369,  -0.210,   0.590
 19.6875,   62.217,  12.382,-281.225, 288.291,    3.494,  -5.990,  -1.737,   7.149,  -43.737, -33.052, -20.195,  58.422,   -0.424,  -0.379,  -0.216,   0.608
 20.0000,   51.890,  21.843,-277.681, 283.331,    3.511,  -5.985,  -1.824,   7.174,  -43.434, -32.658, -19.575,  57.760,   -0.438,  -0.389,  -0.222,   0.627
 20.3125,   41.562,  31.105,-273.800, 278.678,    3.526,  -5.976,  -1.909,   7.197,  -43.073, -32.297, -18.905,  57.059,   -0.451,  -0.399,  -0.228,   0.644
 20.6250,   31.252,  40.139,-269.622, 274.379,    3.537,  -5.965,  -1.994,   7.216,  -42.653, -31.956, -18.198,  56.318,   -0.465,  -0.410,  -0.234,   0.662
 20.9375,   20.984,  48.933,-265.160, 270.453,    3.546,  -5.951,  -2.077,   7.232,  -42.177, -31.618, -17.467,  55.531,   -0.478,  -0.419,  -0.240,   0.680
 21.2500,   10.784,  57.491,-260.403, 266.892,    3.551,  -5.934,  -2.159,   7.245,  -41.645, -31.263, -16.725,  54.693,   -0.491,  -0.429,  -0.245,   0.697
 21.5625,    0.681,  65.816,-255.325, 263.673,    3.552,  -5.915,  -2.240,   7.254,  -41.057, -30.876, -15.979,  53.799,   -0.504,  -0.439,  -0.250,   0.714
 21.8750,   -9.289,  73.911,-249.898, 260.764,    3.551,  -5.893,  -2.319,   7.261,  -40.419, -30.445, -15.236,  52.846,   -0.517,  -0.449,  -0.255,   0.730
 22.1875,  -19.092,  81.768,-244.104, 258.142,    3.547,  -5.869,  -2.397,   7.264,  -39.735, -29.965, -14.498,  51.836,    0.000,   0.000,   0.000,   0.000
 22.5000,  -28.691,  89.367,-237.947, 255.790,    3.539,  -5.843,  -2.472,   7.265,  -39.017, -29.438, -13.762,  50.777,    0.000,   0.000,   0.000,   0.000
 22.8125,  -38.054,  96.680,-231.456, 253.706,    3.529,  -5.814,  -2.546,   7.262,  -38.276, -28.872, -13.020,  49.681,    0.000,   0.000,   0.000,   0.000
 23.1250,  -47.152, 103.675,-224.680, 251.899,    3.515,  -5.782,  -2.617,   7.255,  -37.529, -28.280, -12.266,  48.566,    0.000,   0.000,   0.000,   0.000
 23.4375,  -55.961, 110.320,-217.684, 250.377,    3.499,  -5.749,  -2.686,   7.246,  -36.790, -27.677, -11.492,  47.451,    0.000,   0.000,   0.000,   0.000
 23.7500,  -64.457, 116.596,-210.535, 249.147,    3.480,  -5.713,  -2.753,   7.234,  -36.073, -27.080, -10.692,  46.356,    0.000,   0.000,   0.000,   0.000
 24.0625,  -72.619, 122.491,-203.297, 248.208,    3.459,  -5.675,  -2.818,   7.219,  -35.387, -26.502,  -9.866,  45.298,    0.000,   0.000,   0.000,   0.000
 24.3750,  -80.425, 128.004,-196.031, 247.551,    3.435,  -5.636,  -2.880,   7.201,  -34.735, -25.956,  -9.019,  44.289,    0.000,   0.000,   0.000,   0.000
 24.6875,  -87.853, 133.145,-188.792, 247.160,    3.409,  -5.595,  -2.940,   7.181,  -34.117, -25.450,  -8.159,  43.339,    0.000,   0.000,   0.000,   0.000
 25.0000,  -94.888, 137.930,-181.632, 247.020,    3.380,  -5.553,  -2.998,   7.159,  -33.530, -24.989,  -7.300,  42.450,    0.000,   0.000,   0.000,   0.000
 25.3125, -101.518, 142.384,-174.604, 247.115,    3.349,  -5.509,  -3.054,   7.134,  -32.966, -24.570,  -6.459,  41.619,    0.000,   0.000,   0.000,   0.000
 25.6250, -107.737, 146.539,-167.751, 247.429,    3.316,  -5.464,  -3.107,   7.107,  -32.420, -24.189,  -5.654,  40.842,    0.000,   0.000,   0.000,   0.000
 25.9375, -113.546, 150.432,-161.102, 247.944,    3.282,  -5.417,  -3.158,   7.077,  -31.886, -23.834,  -4.900,  40.110,    0.000,   0.000,   0.000,   0.000
 26.2500, -118.946, 154.101,-154.668, 248.631,    3.245,  -5.370,  -3.207,   7.047,  -31.364, -23.493,  -4.209,  39.413,    0.000,   0.000,   0.000,   0.000
 26.5625, -123.941, 157.575,-148.445, 249.454,    3.207,  -5.321,  -3.254,   7.014,  -30.857, -23.155,  -3.584,  38.744,    0.000,   0.000,   0.000,   0.000
 26.8750, -128.536, 160.877,-142.419, 250.372,    3.168,  -5.272,  -3.300,   6.980,  -30.368, -22.807,  -3.024,  38.099,    0.000,   0.000,   0.000,   0.000
 27.1875, -132.730, 164.015,-136.573, 251.337,    3.127,  -5.221,  -3.344,   6.944,  -29.905, -22.445,  -2.520,  37.476,    0.000,   0.000,   0.000,   0.000
 27.5000, -136.513, 166.991,-130.897, 252.301,    3.085,  -5.169,  -3.386,   6.907,  -29.470, -22.067,  -2.057,  36.874,    0.000,   0.000,   0.000,   0.000
 27.8125, -139.867, 169.797,-125.386, 253.210,    3.042,  -5.117,  -3.426,   6.868,  -29.068, -21.677,  -1.619,  36.297,    0.000,   0.000,   0.000,   0.000
 28.1250, -142.757, 172.420,-120.044, 254.005,    2.998,  -5.063,  -3.464,   6.828,  -28.697, -21.282,  -1.188,  35.748,    0.000,   0.000,   0.000,   0.000
 28.4375, -145.139, 174.843,-114.868, 254.618,    2.953,  -5.009,  -3.500,   6.787,  -28.356, -20.894,  -0.748,  35.230,    0.000,   0.000,   0.000,   0.000
 28.7500, -146.968, 177.048,-109.854, 254.977,    2.907,  -4.954,  -3.536,   6.745,  -28.040, -20.526,  -0.285,  34.751,    0.000,   0.000,   0.000,   0.000
 29.0625, -148.206, 179.022,-104.988, 255.022,    2.861,  -4.898,  -3.569,   6.702,  -27.747, -20.188,   0.208,  34.315,    0.000,   0.000,   0.000,   0.000
 29.3750, -148.832, 180.762,-100.259, 254.711,    2.814,  -4.842,  -3.601,   6.658,  -27.478, -19.892,   0.734,  33.930,    0.000,   0.000,   0.000,   0.000
 29.6875, -148.849, 182.282, -95.665, 254.036,    2.768,  -4.785,  -3.632,   6.614,  -27.234, -19.644,   1.289,  33.604,    0.000,   0.000,   0.000,   0.000
 30.0000, -148.283, 183.615, -91.216, 253.027,    2.721,  -4.727,  -3.662,   6.569,  -27.021, -19.448,   1.862,  33.344,    0.000,   0.000,   0.000,   0.000
 30.3125, -147.179, 184.813, -86.941, 251.747,    2.675,  -4.670,  -3.690,   6.525,  -26.842, -19.303,   2.443,  33.152,    0.000,   0.000,   0.000,   0.000
 30.6250, -145.597, 185.943, -82.878, 250.284,    2.629,  -4.612,  -3.716,   6.480,  -26.699, -19.206,   3.019,  33.027,    0.000,   0.000,   0.000,   0.000
 30.9375, -143.607, 187.069, -79.065, 248.734,    2.583,  -4.554,  -3.741,   6.435,  -26.588, -19.151,   3.581,  32.962,    0.000,   0.000,   0.000,   0.000
 31.2500, -141.283, 188.241, -75.530, 247.185,    2.539,  -4.496,  -3.765,   6.390,  -26.502, -19.128,   4.124,  32.943,    0.000,   0.000,   0.000,   0.000
 31.5625, -138.706, 189.484, -72.284, 245.700,    2.495,  -4.437,  -3.788,   6.345,  -26.424, -19.128,   4.647,  32.950,    0.000,   0.000,   0.000,   0.000
 31.8750, -135.947, 190.791, -69.318, 244.311,    2.453,  -4.378,  -3.810,   6.300,  -26.336, -19.142,   5.149,  32.963,    0.000,   0.000,   0.000,   0.000
 32.1875, -133.067, 192.126, -66.604, 243.013,    2.411,  -4.318,  -3.831,   6.256,  -26.218, -19.161,   5.630,  32.958,    0.000,   0.000,   0.000,   0.000
 32.5000, -130.105, 193.434, -64.104, 241.771,    2.370,  -4.258,  -3.851,   6.211,  -26.053, -19.180,   6.085,  32.919,    0.000,   0.000,   0.000,   0.000
 32.8125, -127.077, 194.650, -61.769, 240.526,    2.330,  -4.197,  -3.871,   6.167,  -25.829, -19.196,   6.504,  32.832,    0.000,   0.000,   0.000,   0.000
 33.1250, -123.978, 195.717, -59.555, 239.212,    2.291,  -4.136,  -3.890,   6.123,  -25.543, -19.208,   6.872,  32.690,    0.000,   0.000,   0.000,   0.000
 33.4375, -120.795, 196.586, -57.425, 237.771,    2.253,  -4.074,  -3.909,   6.079,  -25.199, -19.216,   7.174,  32.492,    0.000,   0.000,   0.000,   0.000
 33.7500, -117.510, 197.228, -55.356, 236.160,    2.215,  -4.013,  -3.926,   6.035,  -24.807, -19.220,   7.396,  32.241,    0.000,   0.000,   0.000,   0.000
 34.0625, -114.116, 197.627, -53.336, 234.358,    2.179,  -3.951,  -3.943,   5.992,  -24.383, -19.218,   7.531,  31.946,    0.000,   0.000,   0.000,   0.000
 34.3750, -110.618, 197.782, -51.364, 232.363,    2.144,  -3.889,  -3.960,   5.950,  -23.941, -19.208,   7.581,  31.616,    0.000,   0.000,   0.000,   0.000
 34.6875, -107.032, 197.695, -49.439, 230.181,    2.109,  -3.827,  -3.975,   5.908,  -23.497, -19.188,   7.556,  31.263,    0.000,   0.000,   0.000,   0.000
 35.0000, -103.383, 197.368, -47.556, 227.824,    2.077,  -3.766,  -3.990,   5.866,  -23.062, -19.155,   7.474,  30.897,    0.000,   0.000,   0.000,   0.000
 35.3125,  -99.692, 196.804, -45.699, 225.297,    2.045,  -3.704,  -4.005,   5.826,  -22.641, -19.109,   7.360,  30.528,    0.000,   0.000,   0.000,   0.000
 35.6250,  -95.975, 196.006, -43.846, 222.603,    2.015,  -3.643,  -4.019,   5.786,  -22.237, -19.050,   7.241,  30.163,    0.000,   0.000,   0.000,   0.000
 35.9375,  -92.238, 194.984, -41.972, 219.746,    1.985,  -3.581,  -4.032,   5.747,  -21.848, -18.979,   7.139,  29.808,    0.000,   0.000,   0.000,   0.000
 36.2500,  -88.483, 193.755, -40.061, 216.737,    1.957,  -3.520,  -4.045,   5.709,  -21.470, -18.900,   7.074,  29.466,    0.000,   0.000,   0.000,   0.000
 36.5625,  -84.709, 192.344, -38.111, 213.598,    1.930,  -3.460,  -4.058,   5.671,  -21.101, -18.819,   7.058,  29.142,    0.000,   0.000,   0.000,   0.000
 36.8750,  -80.922, 190.792, -36.131, 210.369,    1.904,  -3.400,  -4.070,   5.634,  -20.740, -18.744,   7.094,  28.841,    0.000,   0.000,   0.000,   0.000
 37.1875,  -77.130, 189.147, -34.144, 207.102,    1.879,  -3.341,  -4.081,   5.598,  -20.387, -18.684,   7.177,  28.570,    0.000,   0.000,   0.000,   0.000
 37.5000,  -73.349, 187.461, -32.176, 203.855,    1.856,  -3.282,  -4.091,   5.563,  -20.048, -18.648,   7.295,  28.336,    0.000,   0.000,   0.000,   0.000
 37.8125,  -69.597, 185.780, -30.252, 200.682,    1.833,  -3.224,  -4.101,   5.529,  -19.728, -18.644,   7.432,  28.143,    0.000,   0.000,   0.000,   0.000
 38.1250,  -65.902, 184.135, -28.394, 197.624,    1.812,  -3.166,  -4.110,   5.495,  -19.433, -18.676,   7.573,  27.997,    0.000,   0.000,   0.000,   0.000
 38.4375,  -62.291, 182.538, -26.617, 194.702,    1.792,  -3.109,  -4.118,   5.462,  -19.170, -18.744,   7.705,  27.896,    0.000,   0.000,   0.000,   0.000
 38.7500,  -58.794, 180.980, -24.927, 191.916,    1.773,  -3.053,  -4.126,   5.430,  -18.941, -18.846,   7.822,  27.841,    0.000,   0.000,   0.000,   0.000
 39.0625,  -55.427, 179.441, -23.324, 189.249,    1.756,  -2.996,  -4.133,   5.399,  -18.746, -18.973,   7.921,  27.824,    0.000,   0.000,   0.000,   0.000
 39.3750,  -52.194, 177.896, -21.798, 186.672,    1.739,  -2.940,  -4.140,   5.368,  -18.584, -19.117,   8.008,  27.838,    0.000,   0.000,   0.000,   0.000
 39.6875,  -49.075, 176.323, -20.333, 184.151,    1.723,  -2.885,  -4.147,   5.338,  -18.449, -19.263,   8.090,  27.872,    0.000,   0.000,   0.000,   0.000
 40.0000,  -46.038, 174.702, -18.906, 181.652,    1.709,  -2.830,  -4.153,   5.308,  -18.334, -19.396,   8.173,  27.913,    0.000,   0.000,   0.000,   0.000
 40.3125,  -43.037, 173.021, -17.489, 179.148,    1.695,  -2.776,  -4.159,   5.279,  -18.232, -19.502,   8.262,  27.946,    0.000,   0.000,   0.000,   0.000
 40.6250,  -40.029, 171.273, -16.051, 176.619,    1.682,  -2.722,  -4.164,   5.251,  -18.135, -19.566,   8.357,  27.956,    0.000,   0.000,   0.000,   0.000
 40.9375,  -36.977, 169.458, -14.565, 174.056,    1.669,  -2.668,  -4.169,   5.224,  -18.032, -19.577,   8.455,  27.927,    0.000,   0.000,   0.000,   0.000
 41.2500,  -33.858, 167.586, -13.009, 171.466,    1.658,  -2.616,  -4.173,   5.197,  -17.914, -19.530,   8.551,  27.847,    0.000,   0.000,   0.000,   0.000
 41.5625,  -30.667, 165.672, -11.365, 168.869,    1.648,  -2.563,  -4.177,   5.171,  -17.772, -19.428,   8.643,  27.712,    0.000,   0.000,   0.000,   0.000
 41.8750,  -27.416, 163.746,  -9.622, 166.303,    1.638,  -2.512,  -4.180,   5.145,  -17.596, -19.278,   8.731,  27.523,    0.000,   0.000,   0.000,   0.000
 42.1875,  -24.129, 161.844,  -7.774, 163.818,    1.630,  -2.461,  -4.183,   5.120,  -17.383, -19.095,   8.822,  27.288,    0.000,   0.000,   0.000,   0.000
 42.5000,  -20.842, 160.015,  -5.815, 161.471,    1.623,  -2.411,  -4.185,   5.095,  -17.131, -18.898,   8.927,  27.024,    0.000,   0.000,   0.000,   0.000
 42.8125,  -17.590, 158.304,  -3.751, 159.322,    1.617,  -2.361,  -4.187,   5.072,  -16.843, -18.708,   9.056,  26.753,    0.000,   0.000,   0.000,   0.000
 43.1250,  -14.405, 156.755,  -1.590, 157.424,    1.613,  -2.312,  -4.188,   5.048,  -16.525, -18.545,   9.220,  26.496,    0.000,   0.000,   0.000,   0.000
 43.4375,  -11.313, 155.399,   0.649, 155.812,    1.609,  -2.263,  -4.188,   5.025,  -16.187, -18.424,   9.420,  26.271,    0.000,   0.000,   0.000,   0.000
 43.7500,   -8.331, 154.248,   2.948, 154.501,    1.606,  -2.215,  -4.188,   5.002,  -15.837, -18.352,   9.649,  26.091,    0.000,   0.000,   0.000,   0.000
 44.0625,   -5.468, 153.290,   5.282, 153.478,    1.603,  -2.168,  -4.186,   4.980,  -15.487, -18.330,   9.891,  25.955,    0.000,   0.000,   0.000,   0.000
 44.3750,   -2.736, 152.475,   7.628, 152.691,    1.602,  -2.121,  -4.184,   4.957,  -15.147, -18.346,  10.120,  25.854,    0.000,   0.000,   0.000,   0.000
 44.6875,   -0.145, 151.711,   9.957, 152.037,    1.602,  -2.074,  -4.182,   4.935,  -14.823, -18.383,  10.307,  25.766,    0.000,   0.000,   0.000,   0.000
 45.0000,    2.287, 150.845,  12.232, 151.357,    1.602,  -2.027,  -4.179,   4.913,  -14.521, -18.419,  10.423,  25.666,    0.000,   0.000,   0.000,   0.000
 45.3125,    4.537, 149.666,  14.399, 150.425,    1.603,  -1.981,  -4.175,   4.891,  -14.240, -18.433,  10.443,  25.527,    0.000,   0.000,   0.000,   0.000
 45.6250,    6.581, 147.908,  16.390, 148.959,    1.605,  -1.935,  -4.170,   4.869,  -13.974, -18.409,  10.354,  25.325,    0.000,   0.000,   0.000,   0.000
 45.9375,    8.387, 145.269,  18.121, 146.634,    1.607,  -1.889,  -4.165,   4.847,  -13.715, -18.335,  10.153,  25.047,    0.000,   0.000,   0.000,   0.000
 46.2500,    9.923, 141.445,  19.501, 143.127,    1.610,  -1.843,  -4.159,   4.825,  -13.453, -18.211,   9.847,  24.689,    0.000,   0.000,   0.000,   0.000
 46.5625,   11.156, 136.179,  20.441, 138.155,    1.613,  -1.798,  -4.152,   4.804,  -13.180, -18.043,   9.454,  24.262,    0.000,   0.000,   0.000,   0.000
 46.8750,   12.049, 129.319,  20.871, 131.546,    1.617,  -1.754,  -4.145,   4.782,  -12.895, -17.845,   8.999,  23.784,    0.000,   0.000,   0.000,   0.000
