"T.ms","PAA.X.radsec^2","PAA.Y.radsec^2","PAA.Z.radsec^2","PAA.R.radsec^2","PAV.X.radsec","PAV.Y.radsec","PAV.Z.radsec","PAV.R.radsec","PLA.X.msec^2","PLA.Y.msec^2","PLA.Z.msec^2","PLA.R.msec^2","PLV.X.msec","PLV.Y.msec","PLV.Z.msec","PLV.R.msec"
  8.7500, -344.885, 177.806, 320.823, 503.476,   -6.099,  -1.470,   1.456,   6.440,  -16.390,  33.879, -10.345,  39.031,   -0.061,   0.107,  -0.022,   0.125
  9.0625, -355.482, 180.481, 336.060, 521.418,   -6.209,  -1.416,   1.558,   6.556,  -16.128,  34.692, -10.992,  39.805,   -0.066,   0.118,  -0.025,   0.137
  9.3750, -364.304, 184.706, 351.559, 538.913,   -6.322,  -1.362,   1.666,   6.679,  -15.870,  35.505, -11.512,  40.559,   -0.071,   0.129,  -0.029,   0.150
  9.6875, -371.067, 190.342, 367.135, 555.616,   -6.439,  -1.306,   1.778,   6.807,  -15.614,  36.293, -11.921,  41.268,   -0.076,   0.140,  -0.032,   0.162
 10.0000, -375.596, 197.052, 382.591, 571.207,   -6.558,  -1.248,   1.895,   6.939,  -15.357,  37.019, -12.242,  41.906,   -0.081,   0.151,  -0.036,   0.175
 10.3125, -377.859, 204.309, 397.714, 585.402,   -6.678,  -1.187,   2.016,   7.076,  -15.093,  37.643, -12.507,  42.441,   -0.086,   0.163,  -0.040,   0.188
 10.6250, -377.976, 211.445, 412.264, 597.944,   -6.798,  -1.122,   2.143,   7.215,  -14.813,  38.124, -12.749,  42.842,   -0.091,   0.175,  -0.044,   0.202
 10.9375, -376.211, 217.708, 425.982, 608.599,   -6.917,  -1.055,   2.273,   7.357,  -14.512,  38.419, -13.007,  43.079,   -0.095,   0.187,  -0.048,   0.215
 11.2500, -372.940, 222.339, 438.581, 617.148,   -7.034,  -0.984,   2.408,   7.500,  -14.185,  38.489, -13.313,  43.126,   -0.100,   0.199,  -0.052,   0.228
 11.5625, -368.603, 224.656, 449.753, 623.391,   -7.150,  -0.912,   2.547,   7.644,  -13.827,  38.303, -13.694,  42.964,   -0.104,   0.211,  -0.056,   0.242
 11.8750, -363.630, 224.139, 459.183, 627.148,   -7.262,  -0.838,   2.689,   7.790,  -13.437,  37.839, -14.168,  42.580,   -0.108,   0.223,  -0.061,   0.255
 12.1875, -358.364, 220.504, 466.573, 628.281,   -7.373,  -0.765,   2.835,   7.936,  -13.012,  37.083, -14.736,  41.972,   -0.112,   0.234,  -0.065,   0.268
 12.5000, -352.982, 213.753, 471.671, 626.706,   -7.480,  -0.693,   2.983,   8.083,  -12.550,  36.037, -15.385,  41.144,   -0.116,   0.246,  -0.070,   0.281
 12.8125, -347.435, 204.204, 474.316, 622.404,   -7.586,  -0.624,   3.133,   8.231,  -12.049,  34.714, -16.083,  40.111,   -0.120,   0.257,  -0.075,   0.293
 13.1250, -341.412, 192.475, 474.474, 615.414,   -7.691,  -0.559,   3.283,   8.381,  -11.508,  33.140, -16.786,  38.890,   -0.124,   0.267,  -0.080,   0.305
 13.4375, -334.352, 179.428, 472.267, 605.823,   -7.794,  -0.499,   3.433,   8.532,  -10.932,  31.351, -17.439,  37.504,   -0.127,   0.277,  -0.085,   0.317
 13.7500, -325.491, 166.076, 467.983, 593.746,   -7.897,  -0.446,   3.582,   8.683,  -10.332,  29.392, -17.985,  35.974,   -0.131,   0.287,  -0.091,   0.328
 14.0625, -313.970, 153.456, 462.059, 579.332,   -7.998,  -0.398,   3.728,   8.834,   -9.727,  27.317, -18.373,  34.328,   -0.134,   0.296,  -0.097,   0.339
 14.3750, -298.974, 142.489, 455.031, 562.798,   -8.098,  -0.357,   3.872,   8.983,   -9.143,  25.183, -18.562,  32.594,   -0.137,   0.304,  -0.102,   0.349
 14.6875, -279.889, 133.834, 447.467, 544.496,   -8.194,  -0.319,   4.012,   9.129,   -8.614,  23.049, -18.530,  30.803,   -0.140,   0.312,  -0.108,   0.358
 15.0000, -256.457, 127.789, 439.887, 524.977,   -8.284,  -0.284,   4.148,   9.269,   -8.171,  20.971, -18.273,  28.991,   -0.142,   0.318,  -0.114,   0.367
 15.3125, -228.877, 124.243, 432.689, 505.016,   -8.367,  -0.249,   4.282,   9.402,   -7.845,  18.998, -17.808,  27.195,   -0.145,   0.325,  -0.119,   0.375
 15.6250, -197.832, 122.716, 426.089, 485.539,   -8.438,  -0.212,   4.413,   9.525,   -7.653,  17.170, -17.166,  25.457,   -0.147,   0.330,  -0.125,   0.383
 15.9375, -164.416, 122.478, 420.100, 467.459,   -8.497,  -0.174,   4.543,   9.637,   -7.602,  15.511, -16.392,  23.813,   -0.149,   0.335,  -0.130,   0.390
 16.2500, -129.989, 122.712, 414.553, 451.453,   -8.542,  -0.133,   4.672,   9.738,   -7.687,  14.031, -15.537,  22.302,   -0.152,   0.340,  -0.135,   0.396
 16.5625,  -95.969, 122.680, 409.155, 437.800,   -8.574,  -0.092,   4.801,   9.828,   -7.892,  12.727, -14.653,  20.951,   -0.154,   0.344,  -0.140,   0.402
 16.8750,  -63.636, 121.847, 403.566, 426.335,   -8.594,  -0.050,   4.929,   9.908,   -8.193,  11.581, -13.788,  19.783,   -0.157,   0.348,  -0.144,   0.408
 17.1875,  -33.977, 119.941, 397.474, 416.564,   -8.604,  -0.009,   5.056,   9.980,   -8.566,  10.572, -12.985,  18.808,   -0.159,   0.352,  -0.149,   0.414
 17.5000,   -7.606, 116.950, 390.654, 407.855,   -8.606,   0.030,   5.181,  10.045,   -8.985,   9.673, -12.273,  18.026,    0.000,   0.000,   0.000,   0.000
 17.8125,   15.239, 113.058, 382.996, 399.625,   -8.601,   0.067,   5.303,  10.105,   -9.431,   8.860, -11.669,  17.425,    0.000,   0.000,   0.000,   0.000
 18.1250,   34.637, 108.565, 374.511, 391.464,   -8.591,   0.102,   5.422,  10.160,   -9.888,   8.112, -11.179,  16.986,    0.000,   0.000,   0.000,   0.000
 18.4375,   50.890, 103.803, 365.301, 383.158,   -8.577,   0.134,   5.538,  10.211,  -10.342,   7.414, -10.795,  16.687,    0.000,   0.000,   0.000,   0.000
 18.7500,   64.431,  99.084, 355.528, 374.658,   -8.559,   0.165,   5.651,  10.257,  -10.788,   6.759, -10.501,  16.503,    0.000,   0.000,   0.000,   0.000
 19.0625,   75.733,  94.657, 345.362, 366.019,   -8.538,   0.194,   5.760,  10.301,  -11.220,   6.149, -10.273,  16.409,    0.000,   0.000,   0.000,   0.000
 19.3750,   85.247,  90.705, 334.956, 357.338,   -8.514,   0.222,   5.866,  10.341,  -11.635,   5.592, -10.084,  16.381,    0.000,   0.000,   0.000,   0.000
 19.6875,   93.360,  87.340, 324.429, 348.710,   -8.487,   0.249,   5.968,  10.378,  -12.031,   5.100,  -9.905,  16.397,    0.000,   0.000,   0.000,   0.000
 20.0000,  100.381,  84.602, 313.860, 340.209,   -8.457,   0.275,   6.068,  10.413,  -12.408,   4.686,  -9.710,  16.437,    0.000,   0.000,   0.000,   0.000
 20.3125,  106.536,  82.472, 303.306, 331.883,   -8.426,   0.301,   6.164,  10.444,  -12.765,   4.362,  -9.479,  16.487,    0.000,   0.000,   0.000,   0.000
 20.6250,  111.978,  80.873, 292.807, 323.752,   -8.392,   0.326,   6.257,  10.473,  -13.104,   4.133,  -9.200,  16.535,    0.000,   0.000,   0.000,   0.000
 20.9375,  116.803,  79.681, 282.397, 315.816,   -8.357,   0.351,   6.347,  10.500,  -13.425,   3.998,  -8.868,  16.579,    0.000,   0.000,   0.000,   0.000
 21.2500,  121.066,  78.748, 272.105, 308.057,   -8.320,   0.375,   6.434,  10.524,  -13.730,   3.949,  -8.489,  16.618,    0.000,   0.000,   0.000,   0.000
 21.5625,  124.796,  77.916, 261.951, 300.439,   -8.282,   0.400,   6.517,  10.546,  -14.016,   3.975,  -8.076,  16.658,    0.000,   0.000,   0.000,   0.000
 21.8750,  128.013,  77.045, 251.947, 292.917,   -8.242,   0.425,   6.597,  10.566,  -14.281,   4.062,  -7.648,  16.702,    0.000,   0.000,   0.000,   0.000
 22.1875,  130.737,  76.029, 242.090, 285.447,   -8.201,   0.450,   6.674,  10.583,  -14.521,   4.198,  -7.231,  16.756,    0.000,   0.000,   0.000,   0.000
 22.5000,  132.997,  74.805, 232.373, 277.995,   -8.160,   0.474,   6.748,  10.599,  -14.730,   4.370,  -6.850,  16.822,    0.000,   0.000,   0.000,   0.000
 22.8125,  134.834,  73.359, 222.782, 270.543,   -8.118,   0.497,   6.819,  10.614,  -14.903,   4.570,  -6.529,  16.900,    0.000,   0.000,   0.000,   0.000
 23.1250,  136.298,  71.714, 213.306, 263.096,   -8.076,   0.520,   6.888,  10.627,  -15.036,   4.791,  -6.286,  16.986,    0.000,   0.000,   0.000,   0.000
 23.4375,  137.435,  69.920, 203.935, 255.669,   -8.033,   0.542,   6.953,  10.638,  -15.125,   5.027,  -6.130,  17.077,    0.000,   0.000,   0.000,   0.000
 23.7500,  138.279,  68.032, 194.671, 248.286,   -7.990,   0.564,   7.015,  10.648,  -15.169,   5.269,  -6.060,  17.163,    0.000,   0.000,   0.000,   0.000
 24.0625,  138.851,  66.093, 185.523, 240.971,   -7.947,   0.584,   7.075,  10.656,  -15.166,   5.509,  -6.068,  17.239,    0.000,   0.000,   0.000,   0.000
 24.3750,  139.168,  64.125, 176.510, 233.743,   -7.904,   0.604,   7.131,  10.662,  -15.119,   5.736,  -6.139,  17.297,    0.000,   0.000,   0.000,   0.000
 24.6875,  139.249,  62.129, 167.653, 226.623,   -7.860,   0.624,   7.185,  10.667,  -15.031,   5.941,  -6.252,  17.330,    0.000,   0.000,   0.000,   0.000
 25.0000,  139.130,  60.090, 158.971, 219.636,   -7.816,   0.643,   7.236,  10.671,  -14.909,   6.116,  -6.389,  17.335,    0.000,   0.000,   0.000,   0.000
 25.3125,  138.870,  57.991, 150.473, 212.815,   -7.772,   0.662,   7.284,  10.672,  -14.761,   6.258,  -6.533,  17.313,    0.000,   0.000,   0.000,   0.000
 25.6250,  138.549,  55.816, 142.155, 206.202,   -7.729,   0.680,   7.330,  10.673,  -14.598,   6.367,  -6.670,  17.267,    0.000,   0.000,   0.000,   0.000
 25.9375,  138.254,  53.564, 133.999, 199.847,   -7.686,   0.697,   7.373,  10.673,  -14.431,   6.450,  -6.789,  17.203,    0.000,   0.000,   0.000,   0.000
 26.2500,  138.066,  51.250, 125.981, 193.804,   -7.643,   0.714,   7.413,  10.672,  -14.273,   6.516,  -6.884,  17.134,    0.000,   0.000,   0.000,   0.000
 26.5625,  138.048,  48.908, 118.073, 188.123,   -7.600,   0.729,   7.452,  10.669,  -14.135,   6.576,  -6.953,  17.071,    0.000,   0.000,   0.000,   0.000
 26.8750,  138.233,  46.585, 110.248, 182.848,   -7.557,   0.744,   7.487,  10.664,  -14.031,   6.644,  -6.995,  17.028,    0.000,   0.000,   0.000,   0.000
 27.1875,  138.629,  44.333, 102.484, 178.006,   -7.514,   0.758,   7.521,  10.658,  -13.970,   6.732,  -7.012,  17.019,    0.000,   0.000,   0.000,   0.000
 27.5000,  139.213,  42.202,  94.761, 173.612,   -7.471,   0.772,   7.551,  10.651,  -13.956,   6.847,  -7.012,  17.054,    0.000,   0.000,   0.000,   0.000
 27.8125,  139.945,  40.226,  87.065, 169.655,   -7.428,   0.784,   7.580,  10.641,  -13.992,   6.994,  -7.003,  17.139,    0.000,   0.000,   0.000,   0.000
 28.1250,  140.766,  38.427,  79.382, 166.112,   -7.384,   0.796,   7.606,  10.630,  -14.075,   7.174,  -6.995,  17.277,    0.000,   0.000,   0.000,   0.000
 28.4375,  141.616,  36.809,  71.702, 162.945,   -7.340,   0.808,   7.629,  10.618,  -14.199,   7.379,  -6.999,  17.466,    0.000,   0.000,   0.000,   0.000
 28.7500,  142.438,  35.365,  64.018, 160.117,   -7.295,   0.819,   7.651,  10.603,  -14.356,   7.603,  -7.024,  17.698,    0.000,   0.000,   0.000,   0.000
 29.0625,  143.185,  34.075,  56.326, 157.593,   -7.250,   0.830,   7.670,  10.587,  -14.536,   7.835,  -7.075,  17.965,    0.000,   0.000,   0.000,   0.000
 29.3750,  143.825,  32.905,  48.626, 155.347,   -7.205,   0.840,   7.686,  10.569,  -14.729,   8.065,  -7.154,  18.253,    0.000,   0.000,   0.000,   0.000
 29.6875,  144.340,  31.811,  40.926, 153.366,   -7.160,   0.850,   7.700,  10.549,  -14.927,   8.285,  -7.260,  18.552,    0.000,   0.000,   0.000,   0.000
 30.0000,  144.728,  30.742,  33.235, 151.644,   -7.115,   0.860,   7.712,  10.528,  -15.120,   8.492,  -7.387,  18.849,    0.000,   0.000,   0.000,   0.000
 30.3125,  144.995,  29.642,  25.572, 150.187,   -7.069,   0.870,   7.721,  10.505,  -15.302,   8.683,  -7.525,  19.136,    0.000,   0.000,   0.000,   0.000
 30.6250,  145.155,  28.464,  17.958, 149.006,   -7.024,   0.879,   7.728,  10.480,  -15.465,   8.859,  -7.666,  19.402,    0.000,   0.000,   0.000,   0.000
 30.9375,  145.223,  27.173,  10.418, 148.110,   -6.979,   0.888,   7.732,  10.454,  -15.605,   9.019,  -7.800,  19.639,    0.000,   0.000,   0.000,   0.000
 31.2500,  145.208,  25.760,   2.984, 147.506,   -6.934,   0.897,   7.735,  10.426,  -15.717,   9.160,  -7.919,  19.840,    0.000,   0.000,   0.000,   0.000
 31.5625,  145.117,  24.239,  -4.312, 147.191,   -6.888,   0.905,   7.734,  10.396,  -15.797,   9.278,  -8.014,  19.997,    0.000,   0.000,   0.000,   0.000
 31.8750,  144.950,  22.646, -11.435, 147.153,   -6.843,   0.912,   7.732,  10.365,  -15.843,   9.367,  -8.081,  20.101,    0.000,   0.000,   0.000,   0.000
 32.1875,  144.707,  21.029, -18.347, 147.373,   -6.798,   0.919,   7.727,  10.332,  -15.853,   9.419,  -8.118,  20.147,    0.000,   0.000,   0.000,   0.000
 32.5000,  144.394,  19.438, -25.018, 147.828,   -6.752,   0.925,   7.720,  10.298,  -15.827,   9.429,  -8.125,  20.135,    0.000,   0.000,   0.000,   0.000
 32.8125,  144.027,  17.909, -31.420, 148.498,   -6.707,   0.930,   7.711,  10.262,  -15.768,   9.395,  -8.105,  20.064,    0.000,   0.000,   0.000,   0.000
 33.1250,  143.636,  16.463, -37.538, 149.370,   -6.662,   0.935,   7.700,  10.225,  -15.680,   9.322,  -8.061,  19.944,    0.000,   0.000,   0.000,   0.000
 33.4375,  143.265,  15.097, -43.370, 150.445,   -6.617,   0.940,   7.688,  10.187,  -15.571,   9.221,  -7.997,  19.784,    0.000,   0.000,   0.000,   0.000
 33.7500,  142.967,  13.790, -48.918, 151.732,   -6.572,   0.945,   7.673,  10.147,  -15.446,   9.109,  -7.916,  19.601,    0.000,   0.000,   0.000,   0.000
 34.0625,  142.797,  12.511, -54.194, 153.247,   -6.528,   0.949,   7.657,  10.106,  -15.313,   9.008,  -7.824,  19.412,    0.000,   0.000,   0.000,   0.000
 34.3750,  142.808,  11.223, -59.211, 155.004,   -6.483,   0.953,   7.639,  10.065,  -15.177,   8.942,  -7.730,  19.237,    0.000,   0.000,   0.000,   0.000
 34.6875,  143.040,   9.897, -63.985, 157.011,   -6.439,   0.956,   7.620,  10.022,  -15.041,   8.933,  -7.645,  19.091,    0.000,   0.000,   0.000,   0.000
 35.0000,  143.515,   8.509, -68.536, 159.268,   -6.394,   0.959,   7.599,   9.978,  -14.907,   8.998,  -7.585,  18.992,    0.000,   0.000,   0.000,   0.000
 35.3125,  144.236,   7.045, -72.893, 161.762,   -6.350,   0.961,   7.577,   9.932,  -14.776,   9.143,  -7.564,  18.951,    0.000,   0.000,   0.000,   0.000
 35.6250,  145.176,   5.494, -77.096, 164.470,   -6.305,   0.963,   7.553,   9.886,  -14.648,   9.367,  -7.598,  18.974,    0.000,   0.000,   0.000,   0.000
 35.9375,  146.292,   3.853, -81.190, 167.356,   -6.259,   0.965,   7.529,   9.838,  -14.525,   9.654,  -7.699,  19.064,    0.000,   0.000,   0.000,   0.000
 36.2500,  147.528,   2.118, -85.218, 170.385,   -6.213,   0.966,   7.503,   9.789,  -14.407,   9.983,  -7.876,  19.215,    0.000,   0.000,   0.000,   0.000
 36.5625,  148.831,   0.294, -89.208, 173.519,   -6.167,   0.966,   7.476,   9.739,  -14.295,  10.323,  -8.131,  19.417,    0.000,   0.000,   0.000,   0.000
 36.8750,  150.159,  -1.605, -93.169, 176.722,   -6.120,   0.966,   7.448,   9.688,  -14.190,  10.648,  -8.462,  19.656,    0.000,   0.000,   0.000,   0.000
 37.1875,  151.492,  -3.552, -97.078, 179.963,   -6.072,   0.966,   7.418,   9.635,  -14.092,  10.934,  -8.862,  19.917,    0.000,   0.000,   0.000,   0.000
 37.5000,  152.830,  -5.508,-100.890, 183.211,   -6.025,   0.964,   7.388,   9.581,  -13.997,  11.166,  -9.318,  20.185,    0.000,   0.000,   0.000,   0.000
 37.8125,  154.186,  -7.427,-104.547, 186.437,   -5.977,   0.962,   7.355,   9.526,  -13.901,  11.339,  -9.815,  20.449,    0.000,   0.000,   0.000,   0.000
 38.1250,  155.578,  -9.264,-107.994, 189.613,   -5.928,   0.960,   7.322,   9.470,  -13.795,  11.456, -10.335,  20.697,    0.000,   0.000,   0.000,   0.000
 38.4375,  157.015, -10.982,-111.198, 192.716,   -5.880,   0.956,   7.287,   9.412,  -13.671,  11.525, -10.859,  20.920,    0.000,   0.000,   0.000,   0.000
 38.7500,  158.496, -12.556,-114.150, 195.726,   -5.831,   0.952,   7.252,   9.354,  -13.518,  11.556, -11.371,  21.109,    0.000,   0.000,   0.000,   0.000
 39.0625,  160.007, -13.973,-116.869, 198.635,   -5.781,   0.948,   7.215,   9.294,  -13.329,  11.557, -11.857,  21.256,    0.000,   0.000,   0.000,   0.000
 39.3750,  161.531, -15.235,-119.388, 201.440,   -5.731,   0.943,   7.178,   9.234,  -13.100,  11.531, -12.306,  21.355,    0.000,   0.000,   0.000,   0.000
 39.6875,  163.054, -16.359,-121.746, 204.148,   -5.680,   0.938,   7.141,   9.172,  -12.831,  11.477, -12.710,  21.399,    0.000,   0.000,   0.000,   0.000
 40.0000,  164.569, -17.376,-123.972, 206.770,   -5.628,   0.933,   7.103,   9.110,  -12.526,  11.394, -13.064,  21.386,    0.000,   0.000,   0.000,   0.000
 40.3125,  166.080, -18.328,-126.084, 209.322,   -5.577,   0.927,   7.064,   9.047,  -12.193,  11.279, -13.361,  21.317,    0.000,   0.000,   0.000,   0.000
 40.6250,  167.597, -19.261,-128.089, 211.817,   -5.524,   0.921,   7.024,   8.984,  -11.845,  11.131, -13.600,  21.193,    0.000,   0.000,   0.000,   0.000
 40.9375,  169.136, -20.218,-129.989, 214.273,   -5.472,   0.915,   6.984,   8.919,  -11.491,  10.953, -13.778,  21.020,    0.000,   0.000,   0.000,   0.000
 41.2500,  170.712, -21.229,-131.787, 216.705,   -5.419,   0.909,   6.943,   8.854,  -11.142,  10.752, -13.892,  20.803,    0.000,   0.000,   0.000,   0.000
 41.5625,  172.336, -22.305,-133.495, 219.130,   -5.365,   0.903,   6.901,   8.788,  -10.803,  10.541, -13.944,  20.549,    0.000,   0.000,   0.000,   0.000
 41.8750,  174.020, -23.439,-135.137, 221.573,   -5.311,   0.896,   6.859,   8.721,  -10.479,  10.332, -13.937,  20.268,    0.000,   0.000,   0.000,   0.000
 42.1875,  175.774, -24.611,-136.752, 224.061,   -5.256,   0.888,   6.816,   8.653,  -10.170,  10.138, -13.878,  19.970,    0.000,   0.000,   0.000,   0.000
 42.5000,  177.610, -25.792,-138.390, 226.632,   -5.201,   0.880,   6.773,   8.585,   -9.876,   9.973, -13.782,  19.671,    0.000,   0.000,   0.000,   0.000
 42.8125,  179.543, -26.961,-140.109, 229.332,   -5.145,   0.872,   6.730,   8.516,   -9.593,   9.846, -13.668,  19.385,    0.000,   0.000,   0.000,   0.000
 43.1250,  181.589, -28.113,-141.969, 232.207,   -5.089,   0.863,   6.686,   8.446,   -9.321,   9.762, -13.558,  19.131,    0.000,   0.000,   0.000,   0.000
 43.4375,  183.758, -29.262,-144.019, 235.297,   -5.032,   0.854,   6.641,   8.376,   -9.058,   9.722, -13.477,  18.927,    0.000,   0.000,   0.000,   0.000
 43.7500,  186.049, -30.437,-146.288, 238.623,   -4.975,   0.844,   6.597,   8.305,   -8.807,   9.721, -13.448,  18.786,    0.000,   0.000,   0.000,   0.000
 44.0625,  188.437, -31.677,-148.769, 242.166,   -4.917,   0.835,   6.551,   8.234,   -8.572,   9.748, -13.485,  18.717,    0.000,   0.000,   0.000,   0.000
 44.3750,  190.857, -33.012,-151.395, 245.839,   -4.858,   0.825,   6.506,   8.161,   -8.359,   9.785, -13.597,  18.722,    0.000,   0.000,   0.000,   0.000
 44.6875,  193.185, -34.452,-154.029, 249.464,   -4.799,   0.815,   6.459,   8.088,   -8.179,   9.812, -13.784,  18.793,    0.000,   0.000,   0.000,   0.000
 45.0000,  195.219, -35.971,-156.452, 252.748,   -4.740,   0.805,   6.411,   8.014,   -8.042,   9.801, -14.033,  18.912,    0.000,   0.000,   0.000,   0.000
 45.3125,  196.673, -37.502,-158.367, 255.278,   -4.680,   0.794,   6.363,   7.938,   -7.956,   9.720, -14.325,  19.053,    0.000,   0.000,   0.000,   0.000
 45.6250,  197.178, -38.932,-159.414, 256.530,   -4.619,   0.782,   6.313,   7.862,   -7.928,   9.539, -14.637,  19.186,    0.000,   0.000,   0.000,   0.000
 45.9375,  196.299, -40.118,-159.200, 255.905,   -4.557,   0.770,   6.263,   7.784,   -7.961,   9.227, -14.944,  19.283,    0.000,   0.000,   0.000,   0.000
 46.2500,  193.583, -40.893,-157.339, 252.789,   -4.496,   0.757,   6.213,   7.706,   -8.051,   8.762, -15.222,  19.321,    0.000,   0.000,   0.000,   0.000
 46.5625,  188.619, -41.098,-153.509, 246.640,   -4.433,   0.744,   6.162,   7.628,   -8.193,   8.132, -15.453,  19.289,    0.000,   0.000,   0.000,   0.000
 46.8750,  181.130, -40.604,-147.512, 237.101,   -4.372,   0.730,   6.112,   7.550,   -8.376,   7.345, -15.631,  19.194,    0.000,   0.000,   0.000,   0.000
 47.1875,  171.074, -39.346,-139.355, 224.130,   -4.312,   0.716,   6.063,   7.474,   -8.587,   6.428, -15.752,  19.057,    0.000,   0.000,   0.000,   0.000
